bday	opening_date	role	actor	director	company	venue	gender	race	actor_flag	ethnicities
person not found on wiki	2017-04-25T00:00:00	Macbeth	Jesse J. Perez	Liesl Tommy	Shakespeare Theatre Company	Sidney Harman Hall	unknown	unknown
person not found on wiki	1966-10-15T00:00:00	Macbeth	Leon Eagles	Anthony Carrick	Hornchurch Repertory Co.	Queens Theatre, Hornchurch	unknown	unknown
person not found on wiki	1977-01-01T00:00:00	Macbeth	Arthur Kohn	David Smith	The Company	Tramshed	unknown	unknown
person not found on wiki	1969-01-01T00:00:00	Macbeth	Anthony Boden	Paul Webster	Library Theatre Co.	Library Theatre, Manchester	unknown	unknown
person not found on wiki	1988-02-16T00:00:00	Macbeth	Philip Goodwin	Michael Kahn	Shakespeare Theatre Company	Folger Shakespeare Library	unknown	unknown
person not found on wiki	1982-12-01T00:00:00	Macbeth	Christopher Martin	director unknown	unknown production company	New Vic Theatre, Newcastle under Lyme	unknown	unknown
person not found on wiki	2011-03-20T00:00:00	Macbeth	John Douglas	Arin Arbus	Theatre for a New Audience	The Duke on 42nd Street	unknown	unknown
person not found on wiki	1969-12-21T00:00:00	Macbeth	Sterling Jensen	Bill Accles	Roundabout Theatre Company	Roundabout Stage II	unknown	unknown
no birthday on article	2002-03-22T00:00:00	Macbeth	Andrew Vincent	Barrie Rutter	Northern Broadsides	Tour	unknown	none	flagged
no birthday on article	1944-04-11T00:00:00	Macbeth	George Hayes	Robert Atkins	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	none	flagged
no birthday on article	1946-06-21T00:00:00	Macbeth	Robert Harris	Michael Macowan	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	none	flagged
1953-03-01T00:00:00	2010-06-06T00:00:00	Macbeth	Martin Gibbons	Stephen Purcell	The Pantaloons	The Scoop, London	unknown	none	flagged
no birthday on article	1933-04-18T00:00:00	Macbeth	George Hayes	Theodore Komisarjevsky	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	none	flagged
1942-11-07T00:00:00	2006-09-09T00:00:00	Macbeth	Tom Peters	Gareth Machin	Creation Theatre Company	Headington Hill Park Oxford	unknown	none	flagged
1935-01-26T00:00:00	2016-05-30T00:00:00	Macbeth	Ian Lake	Antoni Cimolino	Stratford Festival	Festival Theatre (Canada)	unknown	none	flagged
no birthday on article	2004-11-18T00:00:00	Macbeth	Robert Laughlin	director unknown	Oddsocks Productions	UK Tour	unknown	none	flagged
no birthday on article	1924-03-15T00:00:00	Macbeth	James K. Hackett	director unknown	The Equity Players, Inc.	48th Street Theatre	unknown	none	flagged
no birthday on article	1995-01-01T00:00:00	Macbeth	Duncan Bell	Philip Franks	Sheffield Crucible Theatre Company	Crucible Theatre, Sheffield	unknown	none	flagged
1979-02-22T00:00:00	2012-04-29T00:00:00	Macbeth	Ty Jones	Ron Russell	Epic Theatre Ensemble	47th Street Theatre	unknown	Black,Black	flagged
1910-12-24T00:00:00	1930-03-24T00:00:00	Macbeth	Fritz Leiber	director unknown	Chicago Civic Shakespeare Society	Shubert Theatre	male	none	flagged
1849-12-14T00:00:00	1923-07-23T00:00:00	Macbeth	Frank Cellier	William Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	none	flagged	French
1849-12-14T00:00:00	1923-07-23T00:00:00	Macbeth	Frank Cellier	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	unknown	none	flagged	French
no birthday on article	2007-04-17T00:00:00	Macbeth	Patrick O'Kane	Conall Morrison	Royal Shakespeare Company	Swan Theatre, Stratford-upon-Avon	male	none	yes
1928-04-08T00:00:00	1962-06-05T00:00:00	Macbeth	Eric Porter	Donald McWhinnie	Royal Shakespeare Company	Royal Shakespeare Theatre, Stratford-upon-Avon	male	none	yes
1974-04-27T00:00:00	2013-01-01T00:00:00	Macbeth	Joseph Millson	Eve Best	Shakespeare's Globe	Shakespeare's Globe	male	none	yes
1886-08-10T00:00:00	1916-08-12T00:00:00	Macbeth	Robert Atkins	Ben Greet	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	male	none	yes
1953-05-27T00:00:00	2004-11-09T00:00:00	Macbeth	Greg Hicks	Dominic Cooke	Royal Shakespeare Company	Theatre Royal, Newcastle-upon-Tyne	male	none	yes
1963-06-01T00:00:00	2007-02-23T00:00:00	Macbeth	David Westhead	Ian Brown	West Yorkshire Playhouse	West Yorkshire Playhouse, Leeds	male	none	yes
1958-02-21T00:00:00	1986-06-18T00:00:00	Macbeth (b)	Kim Coates	Tom Kerr	Stratford Festival	Tom Patterson Theatre (Canada)	male	none	yes
1970-03-04T00:00:00	2010-03-18T00:00:00	Macbeth	Will Keen	Declan Donnellan	Cheek By Jowl	Silk Street Theatre, Barbican Centre	male	none	yes
1956-04-26T00:00:00	1987-10-06T00:00:00	Macbeth	Ron Donachie	Chris Bond	Half Moon Theatre	Half Moon Theatre, London	male	none	yes
1962-12-11T00:00:00	2001-01-01T00:00:00	Macbeth	Jasper Britton	Tim Carroll	Shakespeare's Globe	Shakespeare's Globe	male	none	yes
1964-11-24T00:00:00	2016-02-19T00:00:00	Macbeth	Conleth Hill	Daniel Sullivan	Berkeley Repertory Theatre	Berkeley Repertory Theatre	male	none	yes
1976-07-09T00:00:00	2010-01-01T00:00:00	Macbeth	Elliot Cowan	Lucy Bailey	Shakespeare's Globe	Shakespeare's Globe	male	none	yes
1953-10-26T00:00:00	1996-11-06T00:00:00	Macbeth	Roger Allam	Tim Albery	Royal Shakespeare Company	Barbican Theatre, London	male	none	yes
1884-10-12T00:00:00	1949-04-16T00:00:00	Macbeth	Godfrey Tearle	Anthony Quayle	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	male	none	yes
1902-12-19T00:00:00	1952-06-10T00:00:00	Macbeth	Ralph Richardson	John Gielgud	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	male	none	yes
no birthday on article	2009-02-25T00:00:00	Macbeth	Nicholas Gleaves	Matthew Dunster	Royal Exchange Theatre	Royal Exchange Theatre	male	none	yes
1936-09-14T00:00:00	1975-03-04T00:00:00	Macbeth	Nicol Williamson	Trevor Nunn	Royal Shakespeare Company	Aldwych Theatre, London	male	none	yes
no birthday on article	1995-01-01T00:00:00	Macbeth	Paul Higgins	Stephen Unwin	English Touring Theatre	UK Tour	male	none	yes
1869-08-09T00:00:00	1931-04-20T00:00:00	Macbeth	Randle Ayrton	William Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	male	none	yes
1943-06-07T00:00:00	1991-01-01T00:00:00	Macbeth	Michael Pennington	Michael Bogdanov	English Shakespeare Company	Theatre Royal, Bath	male	none	yes
1945-08-23T00:00:00	1983-03-08T00:00:00	Macbeth	Bob Peck	Howard Davies	Royal Shakespeare Company	Theatre Royal, Newcastle-upon-Tyne	male	none	yes
1947-06-01T00:00:00	1986-11-11T00:00:00	Macbeth	Jonathan Pryce	Adrian Noble	Royal Shakespeare Company	Royal Shakespeare Theatre, Stratford-upon-Avon	male	none	yes
1947-09-04T00:00:00	1995-01-01T00:00:00	Macbeth	Jeffery Kissoon	Bill Alexander	Birmingham Repertory Co.	Birmingham Repertory Theatre	male	Black	yes
1922-01-21T00:00:00	1967-08-16T00:00:00	Macbeth	Paul Scofield	Peter Hall	Royal Shakespeare Company	Royal Shakespeare Theatre, Stratford-upon-Avon	male	none	yes
1869-08-09T00:00:00	1925-07-18T00:00:00	Macbeth	Randle Ayrton	William Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	male	none	yes
1970-08-01T00:00:00	1996-01-01T00:00:00	Macbeth	Robert Beck	director unknown	unknown production company	Stafford Castle	male	none	yes
1884-12-19T00:00:00	1921-04-28T00:00:00	Macbeth	Edmund Willard	William Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	male	none	yes
1932-06-02T00:00:00	1961-07-09T00:00:00	Macbeth	Alan Dobie	David William	Ludlow Festival Society	Ludlow Castle	male	none	yes
1947-10-23T00:00:00	1988-05-04T00:00:00	Macbeth	Miles Anderson	Adrian Noble	Royal Shakespeare Company	Royal Shakespeare Theatre, Stratford-upon-Avon	male	none	yes
1883-05-30T00:00:00	1928-03-03T00:00:00	Macbeth	Eric Maturin	H K Ayliff	unknown production company	Royal Court, London	male	none	yes
1879-08-21T00:00:00	1926-12-24T00:00:00	Macbeth	Henry Ainley	Lewis Casson	unknown production company	Prince’s Theatre, London	male	none	yes
1893-10-03T00:00:00	1942-04-14T00:00:00	Macbeth	George Skillan	B Iden Payne	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	male	none	yes
1936-05-09T00:00:00	1958-03-15T00:00:00	Macbeth	Albert Finney	Bernard Hepton	unknown production company	Birmingham Repertory Theatre	male	none	yes
no birthday on article	1984-11-24T00:00:00	Macbeth	Louis Mellis	director unknown	Chester Gateway Co.	Chester Gateway Theatre	male	none	yes
1969-03-16T00:00:00	1998-01-01T00:00:00	Macbeth	Jonathan Wrather	Andrew Manley	unknown production company	Wolsey Theatre, Ipswich	male	none	yes
1946-08-01T00:00:00	1976-11-13T00:00:00	Macbeth	David Calder	John Blackmore	The Duke’s Playhouse Company	Duke’s Playhouse Lancaster	male	none	yes
1884-12-19T00:00:00	1921-07-23T00:00:00	Macbeth	Edmund Willard	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	male	none	yes
1945-02-04T00:00:00	1992-01-01T00:00:00	Macbeth	Tony Haygarth	Michael Bogdanov	unknown production company	The Royalty Theatre, London	male	none	yes
1869-08-09T00:00:00	1925-07-18T00:00:00	Macbeth	Randle Ayrton	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	male	none	yes
1946-02-07T00:00:00	1997-01-01T00:00:00	Macbeth	Pete Postlethwaite	George Costigan	unknown production company	Bristol Old Vic	male	none	yes
1953-10-12T00:00:00	1988-12-17T00:00:00	Macbeth	David Threlfall	Braham Murray	Royal Exchange Theatre	Royal Exchange Theatre, Manchester	male	none	yes
1931-02-02T00:00:00	1957-01-01T00:00:00	Macbeth	Glynn Edwards	Joan Littlewood	Theatre Workshop	Theatre Royal, Stratford East	male	none	yes
1938-11-19T00:00:00	1983-06-05T00:00:00	Macbeth	Nicholas Pennell	Des McAnuff	Stratford Festival	Festival Theatre (Canada)	male	none	yes
1948-01-13T00:00:00	1987-01-01T00:00:00	Macbeth	Malcolm Storry	Andy Hinds	unknown production company	Bristol Old Vic	male	none	yes
1971-03-24T00:00:00	2004-06-04T00:00:00	Macbeth	Graham Abbey	JOHN WOOD	Stratford Festival	Festival Theatre (Canada)	male	none	yes
1937-08-05T00:00:00	1993-01-01T00:00:00	Macbeth	Alan Howard	Richard Eyre	National Theatre	Olivier Theatre, National Theatre	male	none	yes
1948-01-01T00:00:00	1999-06-03T00:00:00	Macbeth	Rod Beattie	Diana Leblanc	Stratford Festival	Tom Patterson Theatre (Canada)	male	none	yes
1879-05-15T00:00:00	1911-04-27T00:00:00	Macbeth	Matheson Lang	director unknown	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	male	none	yes
1955-01-01T00:00:00	1995-05-31T00:00:00	Macbeth	Scott Wentworth	Marti Maraden	Stratford Festival	Festival Theatre (Canada)	male	none	yes
1962-04-27T00:00:00	2005-08-31T00:00:00	Macbeth	Patrick Page	Michael Kahn	Shakespeare Theatre Company	Lansburgh Theatre	male	none	yes
1936-05-09T00:00:00	1978-05-27T00:00:00	Macbeth	Albert Finney	Peter Hall	National Theatre	Olivier Theatre, National Theatre	male	none	yes
1928-03-13T00:00:00	1978-06-07T00:00:00	Macbeth	Douglas Rain	Robin Phillips	Stratford Festival	Festival Theatre (Canada)	male	none	yes
1967-11-09T00:00:00	1936-04-09T00:00:00	Macbeth	Jack Carter	director unknown	Negro Theatre Unit of the Federal Theatre Project of the WPA and John Houseman	Lafayette Theatre	male	Black	yes
1879-06-30T00:00:00	1921-04-19T00:00:00	Macbeth	Walter Hampden	Walter Hampden	Walter Hampden	Broadhurst Theatre	male	none	yes
1937-08-01T00:00:00	1971-06-09T00:00:00	Macbeth	Ian Hogg	Peter Gill	Stratford Festival	Festival Theatre (Canada)	male	none	yes
1934-10-20T00:00:00	1994-10-08T00:00:00	Macbeth	Timothy West	Helena Kaut-Howson	unknown production company	Clwyd Theatr Cymru, Mold	male	none	yes
1910-04-25T00:00:00	1966-01-01T00:00:00	Macbeth	John Clements	John Clements	unknown production company	Chichester Festival Theatre	male	none	yes
1917-03-22T00:00:00	1956-10-29T00:00:00	Macbeth	Paul Rogers	Michael Benthall	Old Vic Trust, Ltd. and Arts Council of Great Britain	Winter Garden Theatre	male	none	yes
1869-08-09T00:00:00	1931-07-01T00:00:00	Macbeth	Randle Ayrton	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	male	none	yes
1867-03-08T00:00:00	1910-01-17T00:00:00	Macbeth	Sayre Crawley	director unknown	Ben Greet Repertory	Garden Theatre	male	none	yes
1936-09-14T00:00:00	1982-01-28T00:00:00	Macbeth	Nicol Williamson	Nicol Williamson	Circle in the Square	Circle in the Square Theatre	male	none	yes
1879-06-30T00:00:00	1918-12-07T00:00:00	Macbeth	Walter Hampden	director unknown	unknown production company	Plymouth Theatre	male	none	yes
1940-07-13T00:00:00	2008-04-08T00:00:00	Macbeth	Patrick Stewart	Rupert Goold	Duncan C. Weldon, Paul Elliott, Jeffrey Archer, Bill Ballard, Terri & Timothy Childs, Rodger Hess, David Mirvish, Adriana Mnuchin, Emanuel Azenberg and BAM	Lyceum Theatre	male	none	yes
1854-02-07T00:00:00	1915-02-01T00:00:00	Macbeth	Robert B. Mantell	director unknown	William A. Brady and Robert B. Mantell Repertoire	44th Street Theatre	male	none	yes
1956-06-04T00:00:00	1986-11-12T00:00:00	Macbeth	Keith David	Estelle Parsons	Joseph Papp	Belasco Theatre	male	Black	yes
1886-11-02T00:00:00	1935-10-07T00:00:00	Macbeth	Philip Merivale	director unknown	Crosby Gaige	Ethel Barrymore Theatre	male	none	yes
no birthday on article	1768-05-03T00:00:00	Macbeth	Lewis Hallam	director unknown	unknown production company	John Street Theatre	male	none	yes
1854-02-07T00:00:00	1917-04-16T00:00:00	Macbeth	Robert B. Mantell	director unknown	Robert B. Mantell Repertoire	44th Street Theatre	male	none	yes
1800-05-14T00:00:00	1849-05-07T00:00:00	Macbeth	Thomas Hamblin	director unknown	unknown production company	Bowery Theatre	male	none	yes
no birthday on article	2015-05-20T00:00:00	Macbeth	Rob Campbell	Edward Torres	The Public Theater	Joseph Papp Public Theater/Susan Stein Shiva Theater	male	none	yes
1859-12-06T00:00:00	1913-09-22T00:00:00	Macbeth	E. H. Sothern	director unknown	Sothern & Marlowe Repertory	Manhattan Opera House	male	none	yes
1901-06-03T00:00:00	1941-11-11T00:00:00	Macbeth	Maurice Evans	director unknown	Maurice Evans and Judith Anderson	National Theatre	male	none	yes
1793-03-03T00:00:00	1849-05-07T00:00:00	Macbeth	William Charles Macready	director unknown	unknown production company	Astor Place Opera House	male	none	yes
1867-10-12T00:00:00	1928-11-19T00:00:00	Macbeth	Lyn Harding	Douglas Ross	George C. Tyler	Knickerbocker Theatre	male	none	yes
no birthday on article	1999-03-18T00:00:00	Macbeth	Bill Camp	Ron Daniels	Theatre for a New Audience	American Place Theatre	male	none	yes
1970-11-06T00:00:00	2013-11-21T00:00:00	Macbeth	Ethan Hawke	Jack O'Brien	Lincoln Center Theater	Vivian Beaumont Theatre	male	none	yes
1947-07-22T00:00:00	1986-03-21T00:00:00	Macbeth	J. Kenneth Campbell	Porter Van Zandt	The York Theatre Company	Parish Hall at the Church of Heavenly Rest	male	none	yes
1928-05-18T00:00:00	1955-10-19T00:00:00	Macbeth	Pernell Roberts	Brian Shaw	Shakespearewrights	Jan Hus Playhouse	male	none	yes
1920-01-20T00:00:00	1962-11-15T00:00:00	Macbeth	Michael Higgins	Gladys Vaughan	Joseph Papp Public Theater/New York Shakespeare Festival	Heckscher Theatre	male	none	yes
1944-12-17T00:00:00	1985-01-01T00:00:00	Macbeth	Bernard Hill	The People Show	The People Show	Leicester Haymarket	male	Black	yes
1940-03-09T00:00:00	1989-12-19T00:00:00	Macbeth	Raul Julia	Richard Jordan	Joseph Papp	Joseph Papp Public Theater/Anspacher Theater	male	Latino	yes
1967-10-29T00:00:00	1998-01-01T00:00:00	Macbeth	Rufus Sewell	John Crowley	unknown production company	Theatre Royal, Bath	male	none	yes	Australian,Welsh
1955-02-21T00:00:00	2000-06-15T00:00:00	Macbeth	Kelsey Grammer	Terry Hands	SFX Theatrical Group and Emanuel Azenberg	Music Box Theatre	male	none	yes	British,United States Virgin Islands
1960-12-10T00:00:00	2014-06-22T00:00:00	Macbeth	Kenneth Branagh	Kenneth Branagh	unknown production company	Park Avenue Armory Drill Hall, New York	male	none	yes	English
no birthday on article	1966-01-01T00:00:00	Macbeth	Alec Guinness	William Gaskill	The English Stage Company	Royal Court Theatre, London	male	none	yes	English
1956-01-24T00:00:00	1991-08-31T00:00:00	Macbeth	Peter Woodward	William Gaunt	New Shakespeare Co.	Open Air Theatre, Regent’s Park	male	none	yes	English
1833-11-13T00:00:00	1870-03-28T00:00:00	Macbeth	Edwin Booth	director unknown	unknown production company	Booth's Theatre	male	none	yes	English
1937-12-31T00:00:00	1972-11-07T00:00:00	Macbeth	Anthony Hopkins	Michael Blakemore	National Theatre	Old Vic, London	male	none	yes	English
1908-03-20T00:00:00	1948-03-31T00:00:00	Macbeth	Michael Redgrave	director unknown	The Theatre Guild	National Theatre	male	none	yes	English
1958-04-03T00:00:00	1998-03-15T00:00:00	Macbeth	Alec Baldwin	George C. Wolfe	The Public Theater	Joseph Papp Public Theater/Martinson Theater	male	none	yes	English,French-Canadian,German,Irish,Scottish,German
1907-05-22T00:00:00	1955-06-07T00:00:00	Macbeth	Laurence Olivier	Glen Byam Shaw	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	male	none	yes	English,Huguenot
1907-05-22T00:00:00	1937-01-01T00:00:00	Macbeth	Laurence Olivier	Michel St Denis	unknown production company	Old Vic, London	male	none	yes	English,Huguenot
1878-04-28T00:00:00	1921-02-17T00:00:00	Macbeth	Lionel Barrymore	Arthur Hopkins	Arthur Hopkins	Apollo Theatre	male	none	yes	English,Irish
1929-12-13T00:00:00	1988-04-21T00:00:00	Macbeth	Christopher Plummer	director unknown	Barry & Fran Weissler and Garth H. Drabinsky	Mark Hellinger Theatre	male	none	yes	English,Scottish
1929-12-13T00:00:00	1962-06-18T00:00:00	Macbeth	Christopher Plummer	Peter Coe	Stratford Festival	Festival Theatre (Canada)	male	none	yes	English,Scottish
1829-03-02T00:00:00	1900-04-25T00:00:00	Macbeth	Hermann Vezin	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon	male	none	yes	French
1938-10-22T00:00:00	1994-05-02T00:00:00	Macbeth	Derek Jacobi	Adrian Noble	Royal Shakespeare Company	Tour	male	none	yes	French,French,Huguenot,German,German
1953-02-11T00:00:00	1981-01-22T00:00:00	Macbeth	Philip Anglim	Sarah Caldwell	Lincoln Center Theater Company	Vivian Beaumont Theatre	male	none	yes	French,Irish,Jewish
1806-03-09T00:00:00	1849-05-07T00:00:00	Macbeth	Edwin Forrest	director unknown	unknown production company	Broadway Theatre	male	Black	yes	German,Scottish
1943-03-31T00:00:00	1974-04-13T00:00:00	Macbeth	Christopher Walken	Edward Berkeley	New York Shakespeare Festival Lincoln Center	Mitzi E. Newhouse Theater	male	none	yes	German,Scottish,German
1974-01-01T00:00:00	2004-02-09T00:00:00	Macbeth	Gyuri Sarossy	Andrew Hilton	Shakespeare at the Tobacco Factory	Tobacco Factory Theatres	unknown	none	yes	Hungarian
1960-01-18T00:00:00	1995-01-01T00:00:00	Macbeth	Mark Rylance	Mark Rylance	unknown production company	Greenwich Theatre, London	male	none	yes	Irish
1911-10-03T00:00:00	1958-01-01T00:00:00	Macbeth	Michael Hordern	Douglas Seale	unknown production company	Old Vic, London	male	none	yes	Irish
1946-09-28T00:00:00	1980-04-11T00:00:00	Macbeth	Peter Egan	Mark Cullingham	Thorndike Theatre	Thorndike Theatre, Leatherhead	male	none	yes	Irish
1935-02-16T00:00:00	1990-05-28T00:00:00	Macbeth	Brian Bedford	Robert Beard	Stratford Festival	Festival Theatre (Canada)	male	none	yes	Irish
1958-08-22T00:00:00	2009-06-01T00:00:00	Macbeth	Colm Feore	Des McAnuff	Stratford Festival	Festival Theatre (Canada)	male	none	yes	Irish,Irish
1939-10-24T00:00:00	1986-11-12T00:00:00	Macbeth	F. Murray Abraham	Estelle Parsons	Joseph Papp	Belasco Theatre	male	none	yes	Italian,Syrian-Assyrian,Syrian,Italian,Assyrian
1951-08-14T00:00:00	1997-02-20T00:00:00	Macbeth	Carl Lumbly	Tony Taccone	Berkeley Repertory Theatre	Berkeley Repertory Theatre	male	none	yes	Jamaican
1967-10-04T00:00:00	2006-06-14T00:00:00	Macbeth	Liev Schreiber	Moises Kaufman	unknown production company	Delacorte Theater	male	none	yes	Jewish,German
