actor_name	formatted_bday	actor_gender	ethnicity	age_is_est	birthday_data_source_link	bday_data_source	is_actor	photo_url	ethnic_cat
Lyn Harding	1867-10-12T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Viola Allen	1867-10-27T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Viola_Allen_seated.jpg/220px-Viola_Allen_seated.jpg	none
Maxine Elliott	1868-02-05T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Maxine_Elliott%2C_1905.jpg/220px-Maxine_Elliott%2C_1905.jpg	none
William Faversham	1868-02-12T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/6/6c/William_Faversham.jpg/220px-William_Faversham.jpg	none
George Arliss	1868-04-10T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/d6/George_Arliss_cph.3b31151.jpg/220px-George_Arliss_cph.3b31151.jpg	none
Virginia Harned	1868-05-29T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/80/Virginia_Harned_1868-1946.jpg/220px-Virginia_Harned_1868-1946.jpg	none
Julia Arthur	1869-05-03T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/1/10/JuliaArthur1897.jpg/220px-JuliaArthur1897.jpg	Welsh
Randle Ayrton	1869-08-09T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/7/77/Randle_Ayrton.jpg	none
James K Hackett	1869-09-06T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/12/James_Keteltas_Hackett.jpg/220px-James_Keteltas_Hackett.jpg	none
Evelyn Millard	1869-09-18T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Oscar Asche	1871-01-26T00:00:00	male	none	FALSE		Wikipedia	TRUE		Norwegian
Edmund Breese	1871-06-18T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Edmund_Breese.jpeg/220px-Edmund_Breese.jpeg	none
Maurice Moscovitch	1871-11-23T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Lena Ashwell	1872-09-28T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/4/43/Lena_Ashwell_Rotary_postcard_crop.jpg/220px-Lena_Ashwell_Rotary_postcard_crop.jpg	none
Maude Adams	1872-11-11T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/78/Maude_Adams1.jpg/220px-Maude_Adams1.jpg	English
Lilian Braithwaite	1873-03-09T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Lilian_Braithwaite_by_Charles_Sims.jpg/220px-Lilian_Braithwaite_by_Charles_Sims.jpg	none
Fay Davis	1873-12-15T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/6/62/Fay_Davis_001.jpg	none
Charles Leggett	1967-01-01T00:00:00	male	none	TRUE	https://drama.cmu.edu/people/alumni/class-of-1989/	Carnegie Mellon University alumni profile	TRUE		none
Gertrude Elliott	1874-12-14T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Robert Loraine	1876-01-14T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Robert_Loraine_Vanity_Fair_10_January_1912.jpg/220px-Robert_Loraine_Vanity_Fair_10_January_1912.jpg	none
Hutin Britton	1876-04-24T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Lily Brayton	1876-06-23T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Lily_Brayton_002.jpg/220px-Lily_Brayton_002.jpg	none
Cecilia Loftus	1876-10-22T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/e3/1903_Cecilia_Loftus.jpg/180px-1903_Cecilia_Loftus.jpg	none
Charles Doran	1877-01-01T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Constance Collier	1878-01-22T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Constance_Collier.jpg/220px-Constance_Collier.jpg	none
Lionel Barrymore	1878-04-28T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Lionel_Barrymore.jpg/220px-Lionel_Barrymore.jpg	English,Irish
Matheson Lang	1879-05-15T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Walter Hampden	1879-06-30T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Walter_Hampden_1951.jpg/220px-Walter_Hampden_1951.jpg	none
Ethel Barrymore	1879-08-15T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/2/2d/EthelBarrymore1896.jpg/200px-EthelBarrymore1896.jpg	none
Henry Ainley	1879-08-21T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/0/06/Henryainleyportrait.jpg/220px-Henryainleyportrait.jpg	none
Nancy Price	1880-02-03T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/6/69/Nancy_Price_1900s.jpg/240px-Nancy_Price_1900s.jpg	none
Florence Auer	1880-03-03T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/08/Florenceauercrop.jpg/220px-Florenceauercrop.jpg	none
Fernanda Eliscu	1880-04-24T00:00:00	female	none	FALSE		Wikipedia	TRUE		Romanian-Jewish
Ethel Warwick	1882-10-13T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Ethel_Warwick_%281924%29.jpg/220px-Ethel_Warwick_%281924%29.jpg	none
Sybil Thorndike	1882-10-24T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Sybil_Thorndike.jpg/220px-Sybil_Thorndike.jpg	none
Florence Reed	1883-01-10T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/75/Florence_Reed_01.JPG/200px-Florence_Reed_01.JPG	none
Walter Huston	1883-04-05T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/3/36/Walter_Huston_-_1950.jpg/220px-Walter_Huston_-_1950.jpg	Irish,Scottish
Eric Maturin	1883-05-30T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Elsie Ferguson	1883-08-19T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/af/Elsieferguson.jpg/220px-Elsieferguson.jpg	none
Scott Sunderland	1883-09-19T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Jane Cowl	1883-12-14T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Jane_Cowl.jpg/220px-Jane_Cowl.jpg	none
Godfrey Tearle	1884-10-12T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/3/3c/Godfrey_Tearle.jpg/220px-Godfrey_Tearle.jpg	none
Edmund Willard	1884-12-19T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/e/e7/Actor_Edmund_Willard.jpg	none
Robert Atkins	1886-08-10T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Philip Merivale	1886-11-02T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Madge Titheradge	1887-07-02T00:00:00	female	none	FALSE		Wikipedia	TRUE		English
Gilda Varesi	1887-09-28T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
George Relph	1888-01-27T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/f9/George_Relph_in_Ben-Hur.jpg/220px-George_Relph_in_Ben-Hur.jpg	none
Mary Servoss	1888-06-02T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Violet Farebrother	1888-08-22T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Genevieve Hamper	1888-09-08T00:00:00	unknown	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/5/5f/A_Wife%27s_Sacrifice_1916_lobbycard.jpg/220px-A_Wife%27s_Sacrifice_1916_lobbycard.jpg	none
Gladys Cooper	1888-12-18T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Gladys-Cooper_Ggbain.jpg/220px-Gladys-Cooper_Ggbain.jpg	none
Athene Seyler	1889-05-31T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/d/d6/Athene_Seyler.jpg	none
Marjorie Rambeau	1889-07-15T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Marjorie_Rambeau_1915.jpg/220px-Marjorie_Rambeau_1915.jpg	none
Mary Merrall	1890-01-05T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Mary_Merrall_1922.jpg/265px-Mary_Merrall_1922.jpg	none
Marie Lohr	1890-07-28T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/e/e3/MarieLohr.jpg/220px-MarieLohr.jpg	none
Gwen Ffrangcon-Davies	1891-01-25T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/d/d9/Dame_Gwen_Lucy_Ffrangcon-Davies_image.jpg/220px-Dame_Gwen_Lucy_Ffrangcon-Davies_image.jpg	Welsh
Peggy Wood	1892-02-09T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/17/Portrait_of_Peggy_Wood.jpg/225px-Portrait_of_Peggy_Wood.jpg	none
Basil Rathbone	1892-06-13T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Basil_Rathbone_in_Tovarich_trailer.jpg/220px-Basil_Rathbone_in_Tovarich_trailer.jpg	English,American
Phyllis Neilson-Terry	1892-10-15T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Katharine Cornell	1893-02-16T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Cornell-Will-Shakespeare-1923.jpg/220px-Cornell-Will-Shakespeare-1923.jpg	none
Leslie Howard	1893-04-03T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Leslie_Howard_GWTW.jpg/220px-Leslie_Howard_GWTW.jpg	Hungarian,German-Jewish,Hungarian-Jewish
George Skillan	1893-10-03T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Lillian Gish	1893-10-14T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Lillian_Diana_Gish.jpg/220px-Lillian_Diana_Gish.jpg	German
Basil Sydney	1894-04-23T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/7/7c/Rj59.jpg/220px-Rj59.jpg	none
Fay Compton	1894-09-18T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/02/Fay_Compton.jpg/220px-Fay_Compton.jpg	none
Louis Calhern	1895-02-19T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/6/66/Louis_Calhern_in_Woman_Wanted_trailer.jpg/220px-Louis_Calhern_in_Woman_Wanted_trailer.jpg	German
Frederick Valk	1895-06-10T00:00:00	male	none	FALSE		Wikipedia	TRUE		Czech-Jewish,Czech-Jewish
Clare Eames	1896-08-05T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Clare-Eames.jpg/220px-Clare-Eames.jpg	none
Raymond Massey	1896-08-30T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Raymond_Massey_1961_%28cropped%29.JPG/220px-Raymond_Massey_1961_%28cropped%29.JPG	American,English
Abraham Sofaer	1896-10-01T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/9/99/Sofaer.jpg/220px-Sofaer.jpg	Iraqi-Jewish,Iraqi-Jewish
Colin Keith-Johnston	1896-10-08T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Mary Frances Scott-Siddons	1896-11-08T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Judith Anderson	1897-02-10T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/2/24/Judith_Anderson_1934-09-11.jpg/220px-Judith_Anderson_1934-09-11.jpg	Scottish
John Laurie	1897-03-25T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/2/2e/John_Laurie_Dads_Army.jpg/220px-John_Laurie_Dads_Army.jpg	none
John Ruddock	1897-05-20T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/2/24/John_Reynolds_Ruddock%2C_Avengers_09-29-1962.jpg/220px-John_Reynolds_Ruddock%2C_Avengers_09-29-1962.jpg	none
Joyce Carey	1898-03-30T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/c/c2/Actress_Joyce_Carey.jpg	none
Eva Le Gallienne	1899-01-11T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/6/60/Eva_Le_Gallienne_275003v_crop.jpg/225px-Eva_Le_Gallienne_275003v_crop.jpg	French,Danish
Charles Laughton	1899-07-01T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/6/66/Charles_Laughton-publicity2.JPG/220px-Charles_Laughton-publicity2.JPG	Irish
Martita Hunt	1900-01-30T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/c/c8/Actress_Martita_Hunt.jpg	English
Maurice Evans	1901-06-03T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Maurice_evans_1956.JPG/230px-Maurice_evans_1956.JPG	Welsh,Welsh
Helen Menken	1901-12-12T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/8/8c/HelenMenkenStageDoorCanteen.jpg	German,French,Irish
Tallulah Bankhead	1902-01-31T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/75/Tallulah_Bankhead_1941.JPG/220px-Tallulah_Bankhead_1941.JPG	Scotch-Irish
Flora Robson	1902-03-28T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Dame_Flora_Robson_26_Allan_Warren.jpg/220px-Dame_Flora_Robson_26_Allan_Warren.jpg	Scottish
Donald Wolfit	1902-04-20T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/a/a1/DonaldWolfit.jpg	English
Brian Aherne	1902-05-02T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Brian_Aherne_in_I_Confess_trailer.jpg/220px-Brian_Aherne_in_I_Confess_trailer.jpg	Irish
Valerie Taylor	1902-11-10T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Ralph Richardson	1902-12-19T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Luther Adler	1903-05-04T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/3/38/Luther_Adler_in_DOA.jpg/200px-Luther_Adler_in_DOA.jpg	Russian-Jewish
Beatrix Lehmann	1903-07-01T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/7/71/Beatrix_Lehmann.jpg	none
George Coulouris	1903-10-01T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/03/Citizen-Kane-Coulouris2.jpg/220px-Citizen-Kane-Coulouris2.jpg	Greek,Greek
Claire Luce	1903-10-15T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/5/53/Claire_Luce_2_%28cropped%29.jpg/220px-Claire_Luce_2_%28cropped%29.jpg	none
Gyles Isham	1903-10-31T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Nancy Carroll	1974-11-28T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Fabia Drake	1904-01-20T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/9/9f/%22Fabia_Drake%22.png/220px-%22Fabia_Drake%22.png	none
John Gielgud	1904-04-14T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/5/53/JG-Benedick-1959.jpg	Lithuanian,Polish
Catherine Lacey	1904-05-06T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/d/db/Catherine_Lacey.jpg	none
Daphne Heard	1904-08-01T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/c/c8/Nanny_Webster_%28Upstairs%2C_Downstairs_1971_TV_series_-_Out_of_the_Everywhere%29.jpg	none
Selena Royle	1904-11-06T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Selena_Royle_%28publicity_still_-_1948%29.jpg/220px-Selena_Royle_%28publicity_still_-_1948%29.jpg	none
Elissa Landi	1904-12-06T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Elissa_Landi_in_After_the_Thin_Man_trailer.jpg/220px-Elissa_Landi_in_After_the_Thin_Man_trailer.jpg	none
Sebastian Shaw	1905-05-29T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/1/17/Sebastian_shaw_1979.JPG	none
George Emlyn Williams	1905-11-26T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/08/Emlyn_Williams.jpg/220px-Emlyn_Williams.jpg	none
Emlyn Williams	1905-11-26T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/08/Emlyn_Williams.jpg/220px-Emlyn_Williams.jpg	none
Diana Wynyard	1906-01-16T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/2/22/Diana_Wynyard_Argentinean_Magazine_AD.jpg/220px-Diana_Wynyard_Argentinean_Magazine_AD.jpg	none
Helen Chandler	1906-02-01T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/e/e5/HelenChandlerinDracula.jpg/220px-HelenChandlerinDracula.jpg	none
Lydia Sherwood	1906-05-05T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Joyce Bland	1906-05-10T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/5/59/Joyce_Bland.jpg/220px-Joyce_Bland.jpg	none
Richard Whorf	1906-06-04T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Katharine Hepburn	1907-05-12T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/08/Katharine_Hepburn_promo_pic.jpg/220px-Katharine_Hepburn_promo_pic.jpg	none
Laurence Olivier	1907-05-22T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/1/1d/Lord_Olivier_6_Allan_Warren.jpg	English,Huguenot
Peggy Ashcroft	1907-12-22T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Michael Scudamore Redgrave	1908-03-20T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Sir_Michael_Redgrave_portrait.jpg/220px-Sir_Michael_Redgrave_portrait.jpg	English
Michael Redgrave	1908-03-20T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Sir_Michael_Redgrave_portrait.jpg/220px-Sir_Michael_Redgrave_portrait.jpg	English
Adele Dixon	1908-06-03T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Robert Eddison	1908-06-10T00:00:00	male	none	FALSE		Wikipedia	TRUE		American
Celia Johnson	1908-12-18T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/d/de/Celia_Johnson.jpg/180px-Celia_Johnson.jpg	none
Robert Helpmann	1909-04-09T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Robert_Helpmann.jpg/220px-Robert_Helpmann.jpg	none
Jessica Tandy	1909-06-07T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Jessica_Tandy_Publicity_Photo.jpg/220px-Jessica_Tandy_Publicity_Photo.jpg	none
Pamela Stanley	1909-09-06T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Arnold Moss	1910-01-28T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/0/04/Arnold_Moss_in_The_27th_Day_trailer.jpg/265px-Arnold_Moss_in_The_27th_Day_trailer.jpg	none
John Clements	1910-04-25T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/4/44/John-Clements-1954.jpg/220px-John-Clements-1954.jpg	none
Rachel Kempson	1910-05-28T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/4/40/Rachel_Kempson.jpg/220px-Rachel_Kempson.jpg	English
Katherine Locke	1910-06-24T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Jean-Louis Barrault	1910-09-08T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/8/87/Jean_Louis_Barrault_1952.jpg/220px-Jean_Louis_Barrault_1952.jpg	none
Hume Cronyn	1911-07-18T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Jessica_Tandy_and_Hume_Cronyn.jpg/220px-Jessica_Tandy_and_Hume_Cronyn.jpg	English
Michael Murray Hordern	1911-10-03T00:00:00	male	none	FALSE		Wikipedia	TRUE		Irish
Michael Hordern	1911-10-03T00:00:00	male	none	FALSE		Wikipedia	TRUE		Irish
Harry Andrews	1911-11-10T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Harry_Andrews_Allan_Warren.jpg/220px-Harry_Andrews_Allan_Warren.jpg	none
William Devlin	1911-12-05T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Lee J. Cobb	1911-12-08T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Lee_J._Cobb_1960s.JPG/220px-Lee_J._Cobb_1960s.JPG	Romanian-Jewish,Russian-Jewish
Basil Langton	1912-01-09T00:00:00	male	none	FALSE		Wikipedia	TRUE		none
Margaretta Scott	1912-02-13T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Margaretta_Scott.jpg/220px-Margaretta_Scott.jpg	none
Alec Clunes	1912-05-17T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/8/8b/Actor_Alec_Clunes.jpeg/220px-Actor_Alec_Clunes.jpeg	none
Marius Goring	1912-05-23T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/6/6c/JulianCraster.jpg/220px-JulianCraster.jpg	none
Barry Sullivan	1912-08-29T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Barry_Sullivan_Harbourmaster_1957_2.jpg/200px-Barry_Sullivan_Harbourmaster_1957_2.jpg	none
Coral Browne	1913-07-23T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/7/7d/Coral_Browne_%281989_Academy_Awards%29.jpg	none
Anthony Quayle	1913-09-07T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Anthony_Quayle-publicity.jpg/220px-Anthony_Quayle-publicity.jpg	Manx
Anna Konstam	1914-02-22T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
John Phillips	1914-07-20T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/1/15/John_Phillips_%281914_%E2%80%93_1995%29_playing_Jack_Frazer_in_the_episode_%22Not_Wanted_on_Voyage%22_in_the_series_%22The_Onedin_Line%22.png/220px-John_Phillips_%281914_%E2%80%93_1995%29_playing_Jack_Frazer_in_the_episode_%22Not_Wanted_on_Voyage%22_in_the_series_%22The_Onedin_Line%22.png	none
Frank Silvera	1914-07-24T00:00:00	male	Black	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Silvera-Richman-Blaine_in_A_Hatful_of_Rain.JPG/220px-Silvera-Richman-Blaine_in_A_Hatful_of_Rain.JPG	Jamaican,Spanish-Jewish
Margaret Johnston	1914-08-10T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/a/a8/Margaretjohnston.jpg	English
Frances Reid	1914-12-09T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/1/10/Alice_Horton_%282006%29.jpg/220px-Alice_Horton_%282006%29.jpg	none
Orson Welles	1915-05-06T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Orson_Welles_1937.jpg/220px-Orson_Welles_1937.jpg	English
Yvonne Mitchell	1915-07-07T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/f/f5/Yvonne_Mitchell.jpg/220px-Yvonne_Mitchell.jpg	none
Helen Cherry	1915-11-24T00:00:00	female	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/7/76/Helen_Cherry_portrait.jpg/220px-Helen_Cherry_portrait.jpg	none
Peggy Bryan	1916-01-03T00:00:00	female	none	FALSE		Wikipedia	TRUE		none
Alfred Ryder	1916-01-05T00:00:00	male	none	FALSE		Wikipedia	TRUE	upload.wikimedia.org/wikipedia/en/thumb/a/a6/Alfredryder1_720x240.jpg/220px-Alfredryder1_720x240.jpg	Russian-Jewish
