8th July 1926	Ariel	Joan Duan	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1974	Ariel	Michael Feast	Peter Hall	unknown production company	Old Vic, London
1974	Extra; U/S Ariel	Stephen Williams	Peter Hall	unknown production company	Old Vic, London
8th August 1919	Ariel	Leah Hanman	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
31st October 1925	Ariel	Godfrey Kenton	Beatrice Wilson	unknown production company	Century Theatre
1998	Ariel	Amanda Lawrence	director unknown	Compass Theatre Company	UK Tour
1992	Ariel	Paul Brennen	Andrew Hay	unknown production company	Bristol Old Vic
31st July 1911	Ariel	Emil Leslie	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
31st July 1911	Ariel as Sea Nymph	Mary Grey	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
9th May 1908	Ariel	Leah Hanman	F R Benson	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1940	Ariel	Marius Goring	George Devine	unknown production company	Old Vic, London
7th August 1992	Ariel	Jacqueline Haigh	director unknown	Shakespeare Inc.	Conway Hall, Red Lion Square, London WC1
24th August 2013	Ariel	Jessica Pearce	Matthew Windham	Utah Children’s Theatre	Utah Children’s Theatre, South Salt Lake, UT, USA
2012	Ariel	Adam Blampied	director unknown	Grassroots Shakespeare London	Lion & Unicorn, Kentish Town
16th April 1934	Ariel	Rachel Kempson	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
26th October 1948	Ariel	Mary Morris	Robert Atkins	unknown production company	Theatre Royal, Drury Lane, London
2013	Ariel	Colin Morgan	Jeremy Herrin	Shakespeare’s Globe	Shakespeare’s Globe
2012	Ariel	Maya Thomas	director unknown	Brown Kettle Theatre Company	The White Bear Theatre
20th April 1946	Ariel	David O’Brien	Eric Crozier	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
1959	Ariel	Jeanette Sterke	Douglas Seale	unknown production company	Old Vic, London
1959	Singer: Ariel	Mary Thomas	Douglas Seale	unknown production company	Old Vic, London
15th May 2010	Ariel	Kate Sawyer	Mark Leipacher	The Faction	Brockley Jack Theatre
2003	Ariel	Daniel Evans	Michael Grandage	Sheffield Crucible Theatre Company/Old Vic	The Old Vic
9th November 1996	Ariel	Rachel Sanders	Nancy Meckler	Shared Experience	Wolsey Theatre, Ipswich
6th October 1930	Ariel	Leslie French	Harcourt Williams	unknown production company	Old Vic, London
26th November 1988	Ariel	Cyril I Nri	Jonathan Miller	unknown production company	Old Vic, London
16th July 1930	Ariel	Miriam Adams	W Bridges-Adams	Royal Shakespeare Company	Shakespeare Memorial Theatre, Stratford-upon-Avon
06/16/2015	Ariel	Chris Perfetti	Michael Greif	The Public Theater	Delacorte Theater
09/18/2008	Ariel	Angel Desai	Brian Kulick	Classic Stage Company	East 13th Street/CSC Theatre
08/27/1991	Ariel	Erich Wildpret	Carlos Gimenez	The Public Theater	Delacorte Theater
06/22/1995	Ariel	Aunjanue Ellis	George C. Wolfe	The Public Theater	Delacorte Theater
10/25/1989	Ariel a spirit	B.D. Wong	Jude Kelly	Roundabout Theatre Company	Union Square Theatre
01/26/1974	Ariel	Christopher Allport	Edward Berkeley	New York Shakespeare Festival Lincoln Center	Mitzi E. Newhouse Theater
